vehicle_id,make,model,engine_type,battery_kwh,max_charge_kw,model_year
EV001589,Selva,Corta+,BEV,52,100,2025
EV001590,Marden,Ridge,BEV,82,175,2022
EV001591,Aurex,Lumen LR,BEV,77,150,2022
EV001592,Selva,Corta,BEV,42,85,2025
EV001593,Aurex,Lumen LR,BEV,77,150,2019
EV001594,Vantor,Arc GT,BEV,91,220,2019
EV001595,Vantor,Arc,BEV,64,135,2020
EV001596,Marden,Ridge XL,BEV,105,250,2019
EV001597,Vantor,Arc,BEV,64,135,2019
EV001598,Selva,Corta,BEV,42,85,2024
EV001599,Selva,Corta+,BEV,52,100,2019
EV001600,Vantor,Arc GT,BEV,91,220,2020
EV001601,Vantor,Arc PHV,PHEV,11,7,2019
EV001602,Vantor,Arc GT,BEV,91,220,2023
EV001603,Vantor,Arc GT,BEV,91,220,2020
EV001604,Marden,Ridge,BEV,82,175,2025
EV001605,Selva,Corta,BEV,42,85,2024
EV001606,Marden,Ridge,BEV,82,175,2023
EV001607,Aurex,Lumen LR,BEV,77,150,2020
EV001608,Aurex,Lumen LR,BEV,77,150,2019
EV001609,Marden,Ridge,BEV,82,175,2026
EV001610,Vantor,Arc GT,BEV,91,220,2020
EV001611,Marden,Ridge XL,BEV,105,250,2022
EV001612,Vantor,Arc,BEV,64,135,2023
EV001613,Vantor,Arc,BEV,64,135,2023
EV001614,Marden,Ridge XL,BEV,105,250,2026
EV001615,Vantor,Arc GT,BEV,91,220,2020
EV001616,Aurex,Lumen LR,BEV,77,150,2024
EV001617,Vantor,Arc,BEV,64,135,2024
EV001618,Marden,Ridge XL,BEV,105,250,2024
EV001619,Vantor,Arc,BEV,64,135,2026
EV001620,Selva,Corta+,BEV,52,100,2023
EV001621,Marden,Ridge XL,BEV,105,250,2025
EV001622,Selva,Corta+,BEV,52,100,2021
EV001623,Marden,Ridge,BEV,82,175,2021
EV001624,Marden,Ridge PHV,PHEV,18,7,2023
EV001625,Vantor,Arc,BEV,64,135,2022
EV001626,Aurex,Lumen PHV,PHEV,14,7,2019
EV001627,Selva,Corta+,BEV,52,100,2022
EV001628,Aurex,Lumen LR,BEV,77,150,2022
EV001629,Aurex,Lumen LR,BEV,77,150,2025
EV001630,Vantor,Arc GT,BEV,91,220,2025
EV001631,Aurex,Lumen LR,BEV,77,150,2023
EV001632,Marden,Ridge XL,BEV,105,250,2020
EV001633,Selva,Corta+,BEV,52,100,2023
EV001634,Aurex,Lumen,BEV,58,120,2024
EV001635,Aurex,Lumen PHV,PHEV,14,7,2019
EV001636,Selva,Corta+,BEV,52,100,2024
EV001637,Selva,Corta,BEV,42,85,2022
EV001638,Aurex,Lumen LR,BEV,77,150,2020
EV001639,Selva,Corta,BEV,42,85,2021
EV001640,Vantor,Arc PHV,PHEV,11,7,2025
EV001641,Selva,Corta+,BEV,52,100,2021
EV001642,Selva,Corta,BEV,42,85,2020
EV001643,Selva,Corta+,BEV,52,100,2025
EV001644,Selva,Corta+,BEV,52,100,2026
EV001645,Selva,Corta+,BEV,52,100,2022
EV001646,Aurex,Lumen LR,BEV,77,150,2021
EV001647,Aurex,Lumen LR,BEV,77,150,2021
EV001648,Aurex,Lumen,BEV,58,120,2023
EV001649,Marden,Ridge XL,BEV,105,250,2019
EV001650,Aurex,Lumen,BEV,58,120,2026
EV001651,Vantor,Arc,BEV,64,135,2020
EV001652,Selva,Corta+,BEV,52,100,2025
EV001653,Selva,Corta,BEV,42,85,2026
EV001654,Aurex,Lumen PHV,PHEV,14,7,2022
EV001655,Aurex,Lumen LR,BEV,77,150,2023
EV001656,Aurex,Lumen LR,BEV,77,150,2020
EV001657,Aurex,Lumen LR,BEV,77,150,2023
EV001658,Selva,Corta,BEV,42,85,2023
EV001659,Vantor,Arc,BEV,64,135,2024
EV001660,Selva,Corta,BEV,42,85,2023
EV001661,Marden,Ridge,BEV,82,175,2024
EV001662,Vantor,Arc,BEV,64,135,2019
EV001663,Marden,Ridge,BEV,82,175,2019
EV001664,Aurex,Lumen,BEV,58,120,2022
EV001665,Selva,Corta+,BEV,52,100,2020
EV001666,Vantor,Arc PHV,PHEV,11,7,2026
EV001667,Vantor,Arc PHV,PHEV,11,7,2024
EV001668,Selva,Corta+,BEV,52,100,2023
EV001669,Marden,Ridge PHV,PHEV,18,7,2024
EV001670,Vantor,Arc,BEV,64,135,2020
EV001671,Vantor,Arc,BEV,64,135,2025
EV001672,Selva,Corta,BEV,42,85,2024
EV001673,Selva,Corta,BEV,42,85,2025
EV001674,Marden,Ridge XL,BEV,105,250,2022
EV001675,Selva,Corta,BEV,42,85,2024
EV001676,Aurex,Lumen,BEV,58,120,2026
EV001677,Marden,Ridge,BEV,82,175,2021
EV001678,Vantor,Arc,BEV,64,135,2022
EV001679,Aurex,Lumen PHV,PHEV,14,7,2024
EV001680,Aurex,Lumen LR,BEV,77,150,2019
EV001681,Vantor,Arc,BEV,64,135,2023
EV001682,Aurex,Lumen LR,BEV,77,150,2020
EV001683,Vantor,Arc,BEV,64,135,2024
EV001684,Selva,Corta+,BEV,52,100,2020
EV001685,Vantor,Arc,BEV,64,135,2019
EV001686,Aurex,Lumen,BEV,58,120,2026
EV001687,Selva,Corta+,BEV,52,100,2020
EV001688,Marden,Ridge,BEV,82,175,2021
EV001689,Aurex,Lumen LR,BEV,77,150,2023
EV001690,Vantor,Arc GT,BEV,91,220,2021
EV001691,Aurex,Lumen,BEV,58,120,2023
EV001692,Aurex,Lumen,BEV,58,120,2026
EV001693,Vantor,Arc GT,BEV,91,220,2019
EV001694,Vantor,Arc,BEV,64,135,2020
EV001695,Aurex,Lumen PHV,PHEV,14,7,2022
EV001696,Aurex,Lumen,BEV,58,120,2023
EV001697,Selva,Corta+,BEV,52,100,2023
EV001698,Marden,Ridge,BEV,82,175,2026
EV001699,Vantor,Arc GT,BEV,91,220,2020
EV001700,Selva,Corta,BEV,42,85,2026
EV001701,Vantor,Arc,BEV,64,135,2019
EV001702,Vantor,Arc,BEV,64,135,2020
EV001703,Aurex,Lumen,BEV,58,120,2022
EV001704,Vantor,Arc PHV,PHEV,11,7,2022
EV001705,Aurex,Lumen,BEV,58,120,2026
EV001706,Aurex,Lumen LR,BEV,77,150,2021
EV001707,Marden,Ridge,BEV,82,175,2022
EV001708,Selva,Corta,BEV,42,85,2024
EV001709,Selva,Corta,BEV,42,85,2024
EV001710,Vantor,Arc,BEV,64,135,2020
EV001711,Aurex,Lumen LR,BEV,77,150,2020
EV001712,Marden,Ridge XL,BEV,105,250,2020
EV001713,Aurex,Lumen LR,BEV,77,150,2022
EV001714,Vantor,Arc,BEV,64,135,2021
EV001715,Marden,Ridge,BEV,82,175,2023
EV001716,Vantor,Arc,BEV,64,135,2020
EV001717,Selva,Corta PHV,PHEV,9,4,2019
EV001718,Aurex,Lumen LR,BEV,77,150,2024
EV001719,Selva,Corta,BEV,42,85,2024
EV001720,Selva,Corta,BEV,42,85,2021
EV001721,Selva,Corta,BEV,42,85,2022
EV001722,Marden,Ridge XL,BEV,105,250,2022
EV001723,Aurex,Lumen,BEV,58,120,2019
EV001724,Selva,Corta+,BEV,52,100,2021
EV001725,Marden,Ridge XL,BEV,105,250,2021
EV001726,Aurex,Lumen,BEV,58,120,2022
EV001727,Selva,Corta+,BEV,52,100,2024
EV001728,Selva,Corta,BEV,42,85,2021
EV001729,Vantor,Arc GT,BEV,91,220,2023
EV001730,Selva,Corta,BEV,42,85,2021
EV001731,Selva,Corta+,BEV,52,100,2023
EV001732,Marden,Ridge,BEV,82,175,2024
EV001733,Aurex,Lumen PHV,PHEV,14,7,2023
EV001734,Marden,Ridge,BEV,82,175,2020
EV001735,Marden,Ridge PHV,PHEV,18,7,2026
EV001736,Marden,Ridge,BEV,82,175,2024
EV001737,Vantor,Arc,BEV,64,135,2024
EV001738,Aurex,Lumen LR,BEV,77,150,2021
EV001739,Aurex,Lumen,BEV,58,120,2021
EV001740,Vantor,Arc,BEV,64,135,2019
EV001741,Aurex,Lumen LR,BEV,77,150,2022
EV001742,Marden,Ridge,BEV,82,175,2019
EV001743,Marden,Ridge,BEV,82,175,2022
EV001744,Selva,Corta+,BEV,52,100,2026
EV001745,Vantor,Arc GT,BEV,91,220,2026
EV001746,Selva,Corta,BEV,42,85,2019
EV001747,Vantor,Arc,BEV,64,135,2023
EV001748,Vantor,Arc PHV,PHEV,11,7,2021
EV001749,Aurex,Lumen,BEV,58,120,2020
EV001750,Vantor,Arc,BEV,64,135,2025
EV001751,Selva,Corta+,BEV,52,100,2019
EV001752,Aurex,Lumen LR,BEV,77,150,2019
EV001753,Marden,Ridge XL,BEV,105,250,2019
EV001754,Selva,Corta,BEV,42,85,2020
EV001755,Vantor,Arc GT,BEV,91,220,2021
EV001756,Aurex,Lumen,BEV,58,120,2021
EV001757,Vantor,Arc,BEV,64,135,2020
EV001758,Selva,Corta+,BEV,52,100,2025
EV001759,Vantor,Arc,BEV,64,135,2025
EV001760,Aurex,Lumen,BEV,58,120,2019
EV001761,Selva,Corta+,BEV,52,100,2020
EV001762,Vantor,Arc,BEV,64,135,2026
EV001763,Marden,Ridge XL,BEV,105,250,2024
EV001764,Marden,Ridge,BEV,82,175,2019
EV001765,Marden,Ridge,BEV,82,175,2019
EV001766,Aurex,Lumen PHV,PHEV,14,7,2023
EV001767,Marden,Ridge XL,BEV,105,250,2019
EV001768,Vantor,Arc GT,BEV,91,220,2025
EV001769,Selva,Corta+,BEV,52,100,2026
EV001770,Vantor,Arc,BEV,64,135,2023
EV001771,Aurex,Lumen LR,BEV,77,150,2025
EV001772,Aurex,Lumen LR,BEV,77,150,2023
EV001773,Aurex,Lumen LR,BEV,77,150,2025
EV001774,Vantor,Arc,BEV,64,135,2022
EV001775,Vantor,Arc,BEV,64,135,2021
EV001776,Marden,Ridge,BEV,82,175,2021
EV001777,Vantor,Arc,BEV,64,135,2019
EV001778,Aurex,Lumen,BEV,58,120,2026
EV001779,Vantor,Arc GT,BEV,91,220,2019
EV001780,Aurex,Lumen LR,BEV,77,150,2022
EV001781,Marden,Ridge,BEV,82,175,2021
EV001782,Vantor,Arc,BEV,64,135,2024
EV001783,Selva,Corta+,BEV,52,100,2024
EV001784,Aurex,Lumen LR,BEV,77,150,2023
EV001785,Selva,Corta,BEV,42,85,2019
EV001786,Marden,Ridge XL,BEV,105,250,2026
EV001787,Vantor,Arc,BEV,64,135,2025
EV001788,Selva,Corta,BEV,42,85,2020
EV001789,Selva,Corta,BEV,42,85,2023
EV001790,Aurex,Lumen,BEV,58,120,2020
EV001791,Aurex,Lumen,BEV,58,120,2023
EV001792,Marden,Ridge XL,BEV,105,250,2026
EV001793,Vantor,Arc GT,BEV,91,220,2025
EV001794,Marden,Ridge,BEV,82,175,2023
EV001795,Vantor,Arc GT,BEV,91,220,2022
EV001796,Marden,Ridge XL,BEV,105,250,2024
EV001797,Aurex,Lumen LR,BEV,77,150,2023
EV001798,Selva,Corta,BEV,42,85,2024
EV001799,Selva,Corta+,BEV,52,100,2026
EV001800,Marden,Ridge XL,BEV,105,250,2025
EV001801,Aurex,Lumen,BEV,58,120,2024
EV001802,Vantor,Arc GT,BEV,91,220,2025
EV001803,Selva,Corta,BEV,42,85,2019
EV001804,Selva,Corta+,BEV,52,100,2024
EV001805,Aurex,Lumen LR,BEV,77,150,2020
EV001806,Selva,Corta+,BEV,52,100,2019
EV001807,Marden,Ridge,BEV,82,175,2019
EV001808,Marden,Ridge,BEV,82,175,2025
EV001809,Vantor,Arc,BEV,64,135,2023
EV001810,Selva,Corta,BEV,42,85,2019
EV001811,Vantor,Arc,BEV,64,135,2023
EV001812,Vantor,Arc GT,BEV,91,220,2025
EV001813,Vantor,Arc GT,BEV,91,220,2026
EV001814,Selva,Corta PHV,PHEV,9,4,2019
EV001815,Aurex,Lumen,BEV,58,120,2021
EV001816,Selva,Corta PHV,PHEV,9,4,2025
EV001817,Aurex,Lumen,BEV,58,120,2020
EV001818,Aurex,Lumen,BEV,58,120,2024
EV001819,Aurex,Lumen LR,BEV,77,150,2024
EV001820,Vantor,Arc,BEV,64,135,2019
EV001821,Marden,Ridge XL,BEV,105,250,2020
EV001822,Marden,Ridge XL,BEV,105,250,2025
EV001823,Vantor,Arc PHV,PHEV,11,7,2025
EV001824,Vantor,Arc GT,BEV,91,220,2023
EV001825,Aurex,Lumen,BEV,58,120,2025
EV001826,Selva,Corta+,BEV,52,100,2019
EV001827,Aurex,Lumen PHV,PHEV,14,7,2020
EV001828,Aurex,Lumen,BEV,58,120,2026
EV001829,Marden,Ridge XL,BEV,105,250,2019
EV001830,Aurex,Lumen,BEV,58,120,2023
EV001831,Marden,Ridge,BEV,82,175,2024
EV001832,Selva,Corta,BEV,42,85,2022
EV001833,Vantor,Arc PHV,PHEV,11,7,2021
EV001834,Aurex,Lumen PHV,PHEV,14,7,2026
EV001835,Aurex,Lumen,BEV,58,120,2026
EV001836,Selva,Corta,BEV,42,85,2020
EV001837,Vantor,Arc,BEV,64,135,2024
EV001838,Selva,Corta,BEV,42,85,2020
EV001839,Aurex,Lumen,BEV,58,120,2020
EV001840,Vantor,Arc GT,BEV,91,220,2026
EV001841,Vantor,Arc GT,BEV,91,220,2023
EV001842,Aurex,Lumen,BEV,58,120,2020
EV001843,Selva,Corta,BEV,42,85,2021
EV001844,Aurex,Lumen PHV,PHEV,14,7,2025
EV001845,Aurex,Lumen,BEV,58,120,2025
EV001846,Selva,Corta PHV,PHEV,9,4,2020
EV001847,Selva,Corta,BEV,42,85,2020
EV001848,Aurex,Lumen LR,BEV,77,150,2025
EV001849,Marden,Ridge PHV,PHEV,18,7,2026
EV001850,Selva,Corta,BEV,42,85,2022
EV001851,Selva,Corta,BEV,42,85,2026
EV001852,Vantor,Arc GT,BEV,91,220,2023
EV001853,Aurex,Lumen PHV,PHEV,14,7,2026
EV001854,Aurex,Lumen LR,BEV,77,150,2023
EV001855,Aurex,Lumen LR,BEV,77,150,2023
EV001856,Vantor,Arc,BEV,64,135,2022
EV001857,Aurex,Lumen,BEV,58,120,2026
EV001858,Marden,Ridge XL,BEV,105,250,2023
EV001859,Selva,Corta,BEV,42,85,2019
EV001860,Selva,Corta+,BEV,52,100,2024
EV001861,Aurex,Lumen PHV,PHEV,14,7,2021
EV001862,Selva,Corta,BEV,42,85,2020
EV001863,Vantor,Arc,BEV,64,135,2019
EV001864,Selva,Corta,BEV,42,85,2026
EV001865,Selva,Corta,BEV,42,85,2020
EV001866,Vantor,Arc,BEV,64,135,2025
EV001867,Vantor,Arc,BEV,64,135,2025
EV001868,Vantor,Arc GT,BEV,91,220,2020
EV001869,Marden,Ridge,BEV,82,175,2023
EV001870,Aurex,Lumen LR,BEV,77,150,2020
EV001871,Marden,Ridge PHV,PHEV,18,7,2023
EV001872,Vantor,Arc,BEV,64,135,2022
EV001873,Vantor,Arc,BEV,64,135,2025
EV001874,Aurex,Lumen LR,BEV,77,150,2025
EV001875,Vantor,Arc GT,BEV,91,220,2023
EV001876,Vantor,Arc GT,BEV,91,220,2023
EV001877,Marden,Ridge,BEV,82,175,2020
EV001878,Aurex,Lumen PHV,PHEV,14,7,2021
EV001879,Vantor,Arc,BEV,64,135,2024
EV001880,Marden,Ridge XL,BEV,105,250,2025
EV001881,Vantor,Arc,BEV,64,135,2021
EV001882,Vantor,Arc GT,BEV,91,220,2020
EV001883,Aurex,Lumen LR,BEV,77,150,2021
EV001884,Aurex,Lumen PHV,PHEV,14,7,2024
EV001885,Vantor,Arc GT,BEV,91,220,2022
EV001886,Marden,Ridge,BEV,82,175,2025
EV001887,Aurex,Lumen,BEV,58,120,2020
EV001888,Marden,Ridge,BEV,82,175,2019
EV001889,Vantor,Arc,BEV,64,135,2023
EV001890,Selva,Corta,BEV,42,85,2023
EV001891,Marden,Ridge,BEV,82,175,2023
EV001892,Aurex,Lumen LR,BEV,77,150,2023
EV001893,Selva,Corta,BEV,42,85,2024
EV001894,Marden,Ridge XL,BEV,105,250,2026
EV001895,Aurex,Lumen LR,BEV,77,150,2021
EV001896,Selva,Corta,BEV,42,85,2021
EV001897,Aurex,Lumen LR,BEV,77,150,2021
EV001898,Aurex,Lumen LR,BEV,77,150,2022
EV001899,Selva,Corta,BEV,42,85,2022
EV001900,Selva,Corta,BEV,42,85,2026
EV001901,Selva,Corta+,BEV,52,100,2020
EV001902,Marden,Ridge XL,BEV,105,250,2020
EV001903,Marden,Ridge,BEV,82,175,2025
EV001904,Vantor,Arc GT,BEV,91,220,2026
EV001905,Selva,Corta,BEV,42,85,2019
EV001906,Marden,Ridge,BEV,82,175,2021
EV001907,Marden,Ridge XL,BEV,105,250,2023
EV001908,Marden,Ridge,BEV,82,175,2021
EV001909,Selva,Corta,BEV,42,85,2020
EV001910,Aurex,Lumen LR,BEV,77,150,2026
EV001911,Marden,Ridge XL,BEV,105,250,2020
EV001912,Vantor,Arc,BEV,64,135,2022
EV001913,Vantor,Arc GT,BEV,91,220,2024
EV001914,Aurex,Lumen PHV,PHEV,14,7,2020
EV001915,Aurex,Lumen LR,BEV,77,150,2024
EV001916,Vantor,Arc PHV,PHEV,11,7,2020
EV001917,Vantor,Arc,BEV,64,135,2026
EV001918,Aurex,Lumen,BEV,58,120,2024
EV001919,Selva,Corta,BEV,42,85,2026
EV001920,Marden,Ridge XL,BEV,105,250,2024
EV001921,Vantor,Arc GT,BEV,91,220,2021
EV001922,Marden,Ridge XL,BEV,105,250,2020
EV001923,Vantor,Arc GT,BEV,91,220,2023
EV001924,Marden,Ridge XL,BEV,105,250,2022
EV001925,Aurex,Lumen LR,BEV,77,150,2026
EV001926,Vantor,Arc,BEV,64,135,2021
EV001927,Aurex,Lumen LR,BEV,77,150,2021
EV001928,Marden,Ridge,BEV,82,175,2025
EV001929,Selva,Corta,BEV,42,85,2025
EV001930,Marden,Ridge,BEV,82,175,2021
EV001931,Vantor,Arc,BEV,64,135,2023
EV001932,Marden,Ridge,BEV,82,175,2023
EV001933,Marden,Ridge PHV,PHEV,18,7,2025
EV001934,Aurex,Lumen,BEV,58,120,2026
EV001935,Vantor,Arc,BEV,64,135,2022
EV001936,Marden,Ridge XL,BEV,105,250,2020
EV001937,Marden,Ridge XL,BEV,105,250,2019
EV001938,Aurex,Lumen PHV,PHEV,14,7,2026
EV001939,Vantor,Arc,BEV,64,135,2025
EV001940,Selva,Corta+,BEV,52,100,2022
EV001941,Aurex,Lumen,BEV,58,120,2025
EV001942,Vantor,Arc GT,BEV,91,220,2024
EV001943,Selva,Corta+,BEV,52,100,2023
EV001944,Vantor,Arc,BEV,64,135,2021
EV001945,Vantor,Arc GT,BEV,91,220,2020
EV001946,Vantor,Arc GT,BEV,91,220,2024
EV001947,Aurex,Lumen,BEV,58,120,2020
EV001948,Aurex,Lumen,BEV,58,120,2024
EV001949,Marden,Ridge XL,BEV,105,250,2022
EV001950,Aurex,Lumen,BEV,58,120,2023
EV001951,Marden,Ridge PHV,PHEV,18,7,2019
EV001952,Aurex,Lumen PHV,PHEV,14,7,2025
EV001953,Marden,Ridge PHV,PHEV,18,7,2024
EV001954,Marden,Ridge XL,BEV,105,250,2022
EV001955,Aurex,Lumen,BEV,58,120,2023
EV001956,Aurex,Lumen LR,BEV,77,150,2019
EV001957,Vantor,Arc,BEV,64,135,2025
EV001958,Aurex,Lumen LR,BEV,77,150,2026
EV001959,Aurex,Lumen,BEV,58,120,2026
EV001960,Vantor,Arc PHV,PHEV,11,7,2023
EV001961,Vantor,Arc PHV,PHEV,11,7,2026
EV001962,Marden,Ridge XL,BEV,105,250,2023
EV001963,Vantor,Arc,BEV,64,135,2026
EV001964,Marden,Ridge XL,BEV,105,250,2023
EV001965,Marden,Ridge XL,BEV,105,250,2021
EV001966,Vantor,Arc,BEV,64,135,2019
EV001967,Aurex,Lumen LR,BEV,77,150,2019
EV001968,Aurex,Lumen LR,BEV,77,150,2021
EV001969,Vantor,Arc GT,BEV,91,220,2024
EV001970,Marden,Ridge XL,BEV,105,250,2019
EV001971,Aurex,Lumen,BEV,58,120,2020
EV001972,Vantor,Arc GT,BEV,91,220,2024
EV001973,Vantor,Arc GT,BEV,91,220,2024
EV001974,Aurex,Lumen PHV,PHEV,14,7,2025
EV001975,Aurex,Lumen LR,BEV,77,150,2024
EV001976,Marden,Ridge,BEV,82,175,2024
EV001977,Vantor,Arc,BEV,64,135,2022
EV001978,Selva,Corta+,BEV,52,100,2025
EV001979,Marden,Ridge XL,BEV,105,250,2024
EV001980,Marden,Ridge XL,BEV,105,250,2021
EV001981,Marden,Ridge XL,BEV,105,250,2020
EV001982,Vantor,Arc,BEV,64,135,2019
EV001983,Vantor,Arc,BEV,64,135,2026
EV001984,Aurex,Lumen LR,BEV,77,150,2022
EV001985,Vantor,Arc,BEV,64,135,2026
EV001986,Aurex,Lumen LR,BEV,77,150,2020
EV001987,Marden,Ridge XL,BEV,105,250,2020
EV001988,Aurex,Lumen,BEV,58,120,2021
EV001989,Aurex,Lumen LR,BEV,77,150,2020
EV001990,Marden,Ridge XL,BEV,105,250,2020
EV001991,Marden,Ridge XL,BEV,105,250,2019
EV001992,Marden,Ridge PHV,PHEV,18,7,2020
EV001993,Vantor,Arc GT,BEV,91,220,2020
EV001994,Aurex,Lumen,BEV,58,120,2024
EV001995,Marden,Ridge XL,BEV,105,250,2025
EV001996,Vantor,Arc,BEV,64,135,2023
EV001997,Marden,Ridge XL,BEV,105,250,2023
EV001998,Aurex,Lumen,BEV,58,120,2025
EV001999,Aurex,Lumen,BEV,58,120,2026
EV002000,Selva,Corta+,BEV,52,100,2026
EV002001,Marden,Ridge,BEV,82,175,2026
EV002002,Selva,Corta+,BEV,52,100,2020
EV002003,Selva,Corta,BEV,42,85,2022
EV002004,Selva,Corta+,BEV,52,100,2026
EV002005,Aurex,Lumen LR,BEV,77,150,2026
EV002006,Aurex,Lumen,BEV,58,120,2025
EV002007,Vantor,Arc GT,BEV,91,220,2025
EV002008,Selva,Corta+,BEV,52,100,2023
EV002009,Vantor,Arc,BEV,64,135,2026
EV002010,Aurex,Lumen LR,BEV,77,150,2026
EV002011,Selva,Corta,BEV,42,85,2024
EV002012,Vantor,Arc GT,BEV,91,220,2023
EV002013,Vantor,Arc,BEV,64,135,2019
EV002014,Vantor,Arc PHV,PHEV,11,7,2019
EV002015,Selva,Corta PHV,PHEV,9,4,2019
EV002016,Aurex,Lumen,BEV,58,120,2019
EV002017,Selva,Corta,BEV,42,85,2021
EV002018,Vantor,Arc,BEV,64,135,2021
EV002019,Vantor,Arc GT,BEV,91,220,2021
EV002020,Aurex,Lumen,BEV,58,120,2024
EV002021,Aurex,Lumen,BEV,58,120,2020
EV002022,Aurex,Lumen,BEV,58,120,2023
EV002023,Aurex,Lumen LR,BEV,77,150,2025
EV002024,Selva,Corta+,BEV,52,100,2024
EV002025,Aurex,Lumen,BEV,58,120,2019
EV002026,Aurex,Lumen PHV,PHEV,14,7,2019
EV002027,Marden,Ridge XL,BEV,105,250,2023
EV002028,Vantor,Arc,BEV,64,135,2020
EV002029,Marden,Ridge,BEV,82,175,2019
EV002030,Selva,Corta PHV,PHEV,9,4,2023
EV002031,Aurex,Lumen LR,BEV,77,150,2020
EV002032,Selva,Corta+,BEV,52,100,2024
EV002033,Selva,Corta,BEV,42,85,2023
EV002034,Vantor,Arc,BEV,64,135,2022
EV002035,Vantor,Arc,BEV,64,135,2022
EV002036,Aurex,Lumen,BEV,58,120,2020
EV002037,Selva,Corta+,BEV,52,100,2020
EV002038,Aurex,Lumen LR,BEV,77,150,2021
EV002039,Vantor,Arc GT,BEV,91,220,2020
EV002040,Vantor,Arc PHV,PHEV,11,7,2025
EV002041,Vantor,Arc GT,BEV,91,220,2025
EV002042,Vantor,Arc,BEV,64,135,2024
EV002043,Vantor,Arc PHV,PHEV,11,7,2021
EV002044,Selva,Corta+,BEV,52,100,2020
EV002045,Selva,Corta+,BEV,52,100,2026
EV002046,Vantor,Arc,BEV,64,135,2026
EV002047,Selva,Corta+,BEV,52,100,2025
EV002048,Vantor,Arc GT,BEV,91,220,2019
EV002049,Selva,Corta+,BEV,52,100,2023
EV002050,Vantor,Arc GT,BEV,91,220,2020
EV002051,Aurex,Lumen,BEV,58,120,2019
EV002052,Aurex,Lumen PHV,PHEV,14,7,2022
EV002053,Marden,Ridge,BEV,82,175,2026
EV002054,Selva,Corta PHV,PHEV,9,4,2025
EV002055,Vantor,Arc,BEV,64,135,2021
EV002056,Vantor,Arc,BEV,64,135,2023
EV002057,Aurex,Lumen LR,BEV,77,150,2026
EV002058,Vantor,Arc,BEV,64,135,2024
EV002059,Vantor,Arc,BEV,64,135,2022
EV002060,Aurex,Lumen LR,BEV,77,150,2026
EV002061,Vantor,Arc,BEV,64,135,2022
EV002062,Vantor,Arc,BEV,64,135,2021
EV002063,Marden,Ridge XL,BEV,105,250,2024
EV002064,Selva,Corta,BEV,42,85,2020
EV002065,Marden,Ridge XL,BEV,105,250,2019
EV002066,Aurex,Lumen,BEV,58,120,2022
EV002067,Aurex,Lumen LR,BEV,77,150,2019
EV002068,Selva,Corta PHV,PHEV,9,4,2023
EV002069,Aurex,Lumen,BEV,58,120,2025
EV002070,Aurex,Lumen,BEV,58,120,2020
EV002071,Selva,Corta,BEV,42,85,2019
EV002072,Vantor,Arc,BEV,64,135,2019
EV002073,Aurex,Lumen LR,BEV,77,150,2019
EV002074,Selva,Corta+,BEV,52,100,2024
EV002075,Selva,Corta+,BEV,52,100,2023
EV002076,Aurex,Lumen LR,BEV,77,150,2026
EV002077,Selva,Corta,BEV,42,85,2020
EV002078,Selva,Corta,BEV,42,85,2026
EV002079,Marden,Ridge XL,BEV,105,250,2025
EV002080,Aurex,Lumen,BEV,58,120,2022
EV002081,Vantor,Arc,BEV,64,135,2024
EV002082,Selva,Corta+,BEV,52,100,2022
EV002083,Aurex,Lumen,BEV,58,120,2019
EV002084,Marden,Ridge XL,BEV,105,250,2025
EV002085,Marden,Ridge PHV,PHEV,18,7,2019
EV002086,Vantor,Arc GT,BEV,91,220,2026
EV002087,Marden,Ridge XL,BEV,105,250,2025
EV002088,Vantor,Arc,BEV,64,135,2021
EV002089,Selva,Corta PHV,PHEV,9,4,2026
EV002090,Aurex,Lumen LR,BEV,77,150,2026
EV002091,Aurex,Lumen,BEV,58,120,2019
EV002092,Aurex,Lumen,BEV,58,120,2024
EV002093,Selva,Corta,BEV,42,85,2020
EV002094,Aurex,Lumen,BEV,58,120,2020
EV002095,Marden,Ridge PHV,PHEV,18,7,2020
EV002096,Selva,Corta+,BEV,52,100,2022
EV002097,Selva,Corta+,BEV,52,100,2023
EV002098,Selva,Corta+,BEV,52,100,2019
EV002099,Vantor,Arc GT,BEV,91,220,2024
EV002100,Aurex,Lumen PHV,PHEV,14,7,2022
EV002101,Marden,Ridge,BEV,82,175,2025
EV002102,Vantor,Arc GT,BEV,91,220,2023
EV002103,Vantor,Arc,BEV,64,135,2023
EV002104,Aurex,Lumen LR,BEV,77,150,2025
EV002105,Vantor,Arc,BEV,64,135,2019
EV002106,Vantor,Arc GT,BEV,91,220,2021
EV002107,Aurex,Lumen,BEV,58,120,2024
EV002108,Vantor,Arc PHV,PHEV,11,7,2024
EV002109,Vantor,Arc,BEV,64,135,2020
EV002110,Selva,Corta,BEV,42,85,2024
EV002111,Aurex,Lumen,BEV,58,120,2022
EV002112,Selva,Corta+,BEV,52,100,2023
EV002113,Selva,Corta+,BEV,52,100,2025
EV002114,Aurex,Lumen,BEV,58,120,2023
EV002115,Marden,Ridge PHV,PHEV,18,7,2024
EV002116,Aurex,Lumen LR,BEV,77,150,2022
EV002117,Vantor,Arc,BEV,64,135,2023
EV002118,Marden,Ridge,BEV,82,175,2023
EV002119,Vantor,Arc GT,BEV,91,220,2020
EV002120,Aurex,Lumen PHV,PHEV,14,7,2022
