session_id,station_id,vehicle_id,start_utc,end_utc,duration_min,energy_kwh,power_kw
S000788,ABC0000,EV002429,2026-06-08T00:25:00Z,2026-06-08T00:49:00Z,24,3.54,150
S000789,ABC0000,EV002429,2026-06-08T09:25:00Z,2026-06-08T09:49:00Z,24,0.84,150
S000790,ABC0053,EV002431,2026-06-08T05:46:00Z,2026-06-08T06:10:00Z,24,5.23,150
S000791,ABC0054,EV002433,2026-06-08T07:05:00Z,2026-06-08T07:41:00Z,36,10.56,50
S000792,ABC0021,EV002440,2026-06-08T04:41:00Z,2026-06-08T05:05:00Z,24,9.64,50
S000793,ABC0007,EV002445,2026-06-08T06:30:00Z,2026-06-08T06:54:00Z,24,6.37,350
S000794,ABC0045,EV002450,2026-06-08T03:14:00Z,2026-06-08T03:38:00Z,24,9.53,150
S000795,ABC0002,EV002456,2026-06-08T05:37:00Z,2026-06-08T06:01:00Z,24,6.09,50
S000796,ABC0018,EV002460,2026-06-08T06:03:00Z,2026-06-08T06:27:00Z,24,5.17,50
S000797,ABC0075,EV002463,2026-06-08T01:00:00Z,2026-06-08T01:24:00Z,24,7.15,350
S000798,ABC0069,EV002467,2026-06-08T05:49:00Z,2026-06-08T06:13:00Z,24,1.8,50
S000799,ABC0052,EV002468,2026-06-08T01:27:00Z,2026-06-08T01:51:00Z,24,10.29,150
S000800,ABC0010,EV002471,2026-06-08T08:53:00Z,2026-06-08T09:29:00Z,36,15.75,50
S000801,ABC0034,EV002474,2026-06-08T05:02:00Z,2026-06-08T05:26:00Z,24,0.51,150
S000802,ABC0044,EV002479,2026-06-08T01:20:00Z,2026-06-08T02:08:00Z,48,18.76,50
S000803,ABC0048,EV002486,2026-06-08T10:05:00Z,2026-06-08T10:29:00Z,24,0.69,50
S000804,ABC0013,EV002488,2026-06-08T03:28:00Z,2026-06-08T03:52:00Z,24,4.83,50
S000805,ABC0044,EV002488,2026-06-08T06:40:00Z,2026-06-08T07:04:00Z,24,2.69,50
S000806,ABC0066,EV002489,2026-06-08T09:07:00Z,2026-06-08T09:31:00Z,24,5.23,50
S000807,ABC0073,EV002492,2026-06-08T00:36:00Z,2026-06-08T01:00:00Z,24,12.62,150
S000808,ABC0054,EV002493,2026-06-08T06:33:00Z,2026-06-08T06:57:00Z,24,9.35,50
S000809,ABC0063,EV002496,2026-06-08T02:30:00Z,2026-06-08T02:54:00Z,24,8.55,350
S000810,ABC0063,EV002496,2026-06-08T07:06:00Z,2026-06-08T07:30:00Z,24,8.32,350
S000811,ABC0016,EV002497,2026-06-08T06:52:00Z,2026-06-08T07:16:00Z,24,9.65,150
S000812,ABC0056,EV002498,2026-06-08T04:22:00Z,2026-06-08T04:46:00Z,24,5.2,150
S000813,ABC0040,EV002498,2026-06-08T07:34:00Z,2026-06-08T07:58:00Z,24,1.53,50
S000814,ABC0026,EV002502,2026-06-08T02:31:00Z,2026-06-08T02:55:00Z,24,4.71,50
S000815,ABC0022,EV002503,2026-06-08T09:13:00Z,2026-06-08T09:37:00Z,24,5.03,150
S000816,ABC0034,EV002507,2026-06-08T12:04:00Z,2026-06-08T12:52:00Z,48,19.12,150
S000817,ABC0063,EV002508,2026-06-08T06:42:00Z,2026-06-08T07:06:00Z,24,12.15,350
S000818,ABC0001,EV002509,2026-06-08T05:22:00Z,2026-06-08T05:46:00Z,24,2.43,150
S000819,ABC0001,EV002509,2026-06-08T11:34:00Z,2026-06-08T11:58:00Z,24,2.02,150
S000820,ABC0054,EV002516,2026-06-08T04:00:00Z,2026-06-08T04:24:00Z,24,0.46,50
S000821,ABC0038,EV002520,2026-06-08T05:35:00Z,2026-06-08T06:11:00Z,36,10.99,50
S000822,ABC0046,EV002522,2026-06-08T04:44:00Z,2026-06-08T05:08:00Z,24,5.81,50
S000823,ABC0002,EV002526,2026-06-08T02:56:00Z,2026-06-08T03:20:00Z,24,7.11,50
S000824,ABC0001,EV002529,2026-06-08T03:55:00Z,2026-06-08T04:19:00Z,24,6.81,150
S000825,ABC0055,EV002529,2026-06-08T08:31:00Z,2026-06-08T08:55:00Z,24,2.16,150
S000826,ABC0071,EV002530,2026-06-08T03:33:00Z,2026-06-08T03:57:00Z,24,0.47,50
S000827,ABC0037,EV002531,2026-06-08T14:55:00Z,2026-06-08T15:19:00Z,24,1.25,150
S000828,ABC0029,EV002533,2026-06-08T05:18:00Z,2026-06-08T05:42:00Z,24,5.41,50
S000829,ABC0044,EV002538,2026-06-08T04:55:00Z,2026-06-08T05:19:00Z,24,4.1,50
S000830,ABC0069,EV002539,2026-06-08T03:02:00Z,2026-06-08T03:38:00Z,36,13.74,50
S000831,ABC0029,EV002540,2026-06-08T07:24:00Z,2026-06-08T08:00:00Z,36,12.57,50
S000832,ABC0047,EV002557,2026-06-08T02:42:00Z,2026-06-08T03:06:00Z,24,6.99,150
S000833,ABC0067,EV002562,2026-06-08T08:50:00Z,2026-06-08T09:14:00Z,24,5.67,150
S000834,ABC0051,EV002563,2026-06-08T04:17:00Z,2026-06-08T04:41:00Z,24,0.71,150
S000835,ABC0013,EV002563,2026-06-08T10:41:00Z,2026-06-08T11:05:00Z,24,2.6,50
S000836,ABC0027,EV002566,2026-06-08T12:45:00Z,2026-06-08T13:09:00Z,24,7.32,50
S000837,ABC0049,EV002570,2026-06-08T13:57:00Z,2026-06-08T14:21:00Z,24,1.5,350
S000838,ABC0067,EV002577,2026-06-08T10:14:00Z,2026-06-08T10:38:00Z,24,2.47,150
S000839,ABC0029,EV002582,2026-06-08T03:14:00Z,2026-06-08T03:38:00Z,24,4.47,50
S000840,ABC0053,EV002585,2026-06-08T09:39:00Z,2026-06-08T10:03:00Z,24,6.16,150
S000841,ABC0018,EV002586,2026-06-08T01:22:00Z,2026-06-08T01:58:00Z,36,14.55,50
S000842,ABC0079,EV002586,2026-06-08T03:34:00Z,2026-06-08T03:58:00Z,24,3.63,50
S000843,ABC0014,EV002587,2026-06-08T00:21:00Z,2026-06-08T00:45:00Z,24,9.71,50
S000844,ABC0043,EV002592,2026-06-08T01:53:00Z,2026-06-08T02:41:00Z,48,14.46,50
S000845,ABC0016,EV002593,2026-06-08T04:12:00Z,2026-06-08T04:36:00Z,24,8.02,150
S000846,ABC0001,EV002593,2026-06-08T06:12:00Z,2026-06-08T06:36:00Z,24,2.13,150
S000847,ABC0001,EV002597,2026-06-08T08:10:00Z,2026-06-08T08:46:00Z,36,13.08,150
S000848,ABC0056,EV002612,2026-06-08T07:20:00Z,2026-06-08T07:44:00Z,24,1.02,150
S000849,ABC0003,EV002621,2026-06-08T06:09:00Z,2026-06-08T06:33:00Z,24,3.73,150
S000850,ABC0007,EV002623,2026-06-08T05:03:00Z,2026-06-08T05:27:00Z,24,0.26,350
S000851,ABC0054,EV002635,2026-06-08T02:27:00Z,2026-06-08T02:51:00Z,24,4.03,50
S000852,ABC0063,EV002639,2026-06-08T10:26:00Z,2026-06-08T10:50:00Z,24,5.75,350
S000853,ABC0006,EV002640,2026-06-08T03:22:00Z,2026-06-08T03:46:00Z,24,5.46,150
S000854,ABC0038,EV002644,2026-06-08T10:28:00Z,2026-06-08T10:52:00Z,24,12.69,50
S000855,ABC0001,EV002646,2026-06-08T11:36:00Z,2026-06-08T12:00:00Z,24,10.02,150
S000856,ABC0010,EV002656,2026-06-08T08:29:00Z,2026-06-08T09:05:00Z,36,8.05,50
S000857,ABC0005,EV002656,2026-06-08T12:05:00Z,2026-06-08T12:29:00Z,24,1.69,150
S000858,ABC0003,EV002660,2026-06-08T04:07:00Z,2026-06-08T04:31:00Z,24,1.2,150
S000859,ABC0000,EV002660,2026-06-08T04:43:00Z,2026-06-08T05:07:00Z,24,0.18,150
S000860,ABC0063,EV002661,2026-06-08T04:03:00Z,2026-06-08T04:27:00Z,24,4.63,350
S000861,ABC0075,EV002667,2026-06-08T04:22:00Z,2026-06-08T04:46:00Z,24,3.19,350
S000862,ABC0065,EV002668,2026-06-08T11:57:00Z,2026-06-08T12:21:00Z,24,1.79,150
S000863,ABC0025,EV002673,2026-06-08T08:51:00Z,2026-06-08T09:15:00Z,24,8.6,150
S000864,ABC0015,EV002676,2026-06-08T07:44:00Z,2026-06-08T08:08:00Z,24,2.07,150
S000865,ABC0053,EV002680,2026-06-08T06:51:00Z,2026-06-08T07:15:00Z,24,1.13,150
S000866,ABC0053,EV002680,2026-06-08T10:15:00Z,2026-06-08T10:39:00Z,24,1.87,150
S000867,ABC0012,EV002681,2026-06-08T08:25:00Z,2026-06-08T08:49:00Z,24,10.06,50
S000868,ABC0012,EV002681,2026-06-08T12:13:00Z,2026-06-08T12:37:00Z,24,4.35,50
S000869,ABC0031,EV002683,2026-06-08T00:35:00Z,2026-06-08T00:59:00Z,24,5.7,50
S000870,ABC0073,EV002699,2026-06-08T09:52:00Z,2026-06-08T10:28:00Z,36,9.21,150
S000871,ABC0079,EV002702,2026-06-08T03:48:00Z,2026-06-08T04:12:00Z,24,3.71,50
S000872,ABC0018,EV002702,2026-06-08T04:36:00Z,2026-06-08T05:00:00Z,24,0.87,50
S000873,ABC0053,EV002708,2026-06-08T05:24:00Z,2026-06-08T05:48:00Z,24,0.54,150
S000874,ABC0002,EV002713,2026-06-08T02:55:00Z,2026-06-08T03:31:00Z,36,9.84,50
S000875,ABC0007,EV002715,2026-06-08T04:18:00Z,2026-06-08T04:42:00Z,24,3.95,350
S000876,ABC0009,EV002716,2026-06-08T06:18:00Z,2026-06-08T06:42:00Z,24,3.06,50
S000877,ABC0021,EV002720,2026-06-08T01:11:00Z,2026-06-08T01:35:00Z,24,4.95,50
S000878,ABC0069,EV002724,2026-06-08T12:25:00Z,2026-06-08T12:49:00Z,24,6.11,50
S000879,ABC0069,EV002724,2026-06-08T14:49:00Z,2026-06-08T15:13:00Z,24,1.6,50
S000880,ABC0034,EV002727,2026-06-08T10:31:00Z,2026-06-08T10:55:00Z,24,5.7,150
S000881,ABC0022,EV002731,2026-06-08T08:09:00Z,2026-06-08T08:33:00Z,24,0.16,150
S000882,ABC0037,EV002739,2026-06-08T08:32:00Z,2026-06-08T08:56:00Z,24,1.57,150
S000883,ABC0007,EV002740,2026-06-08T02:45:00Z,2026-06-08T03:09:00Z,24,0.23,350
S000884,ABC0045,EV002742,2026-06-08T04:26:00Z,2026-06-08T04:50:00Z,24,1.27,150
S000885,ABC0068,EV002746,2026-06-08T05:49:00Z,2026-06-08T06:13:00Z,24,1.6,50
S000886,ABC0001,EV002750,2026-06-08T05:29:00Z,2026-06-08T05:53:00Z,24,5.4,150
S000887,ABC0023,EV002750,2026-06-08T14:29:00Z,2026-06-08T14:53:00Z,24,3.06,150
S000888,ABC0056,EV002752,2026-06-08T08:26:00Z,2026-06-08T08:50:00Z,24,3.65,150
S000889,ABC0070,EV002754,2026-06-08T02:10:00Z,2026-06-08T02:34:00Z,24,6.19,150
S000890,ABC0070,EV002754,2026-06-08T06:10:00Z,2026-06-08T06:34:00Z,24,9.31,150
S000891,ABC0025,EV002765,2026-06-08T08:09:00Z,2026-06-08T08:33:00Z,24,13.14,150
S000892,ABC0069,EV002767,2026-06-08T08:20:00Z,2026-06-08T08:44:00Z,24,0.78,50
S000893,ABC0032,EV002771,2026-06-08T04:21:00Z,2026-06-08T04:45:00Z,24,5.57,50
S000894,ABC0043,EV002774,2026-06-08T03:18:00Z,2026-06-08T03:42:00Z,24,5.62,50
S000895,ABC0000,EV002778,2026-06-08T14:16:00Z,2026-06-08T14:40:00Z,24,6.78,150
S000896,ABC0021,EV002781,2026-06-08T10:13:00Z,2026-06-08T10:49:00Z,36,13.16,50
S000897,ABC0027,EV002782,2026-06-08T09:39:00Z,2026-06-08T10:03:00Z,24,1.71,50
S000898,ABC0024,EV002787,2026-06-08T04:46:00Z,2026-06-08T05:10:00Z,24,9.55,150
S000899,ABC0015,EV002789,2026-06-08T05:13:00Z,2026-06-08T05:37:00Z,24,10.15,150
S000900,ABC0005,EV002794,2026-06-08T08:53:00Z,2026-06-08T09:17:00Z,24,6.54,150
S000901,ABC0047,EV002795,2026-06-08T08:34:00Z,2026-06-08T08:58:00Z,24,4.99,150
S000902,ABC0021,EV002798,2026-06-08T00:02:00Z,2026-06-08T00:38:00Z,36,10.25,50
S000903,ABC0071,EV002799,2026-06-08T06:30:00Z,2026-06-08T06:54:00Z,24,6.96,50
S000904,ABC0005,EV002807,2026-06-08T06:32:00Z,2026-06-08T06:56:00Z,24,4.87,150
S000905,ABC0021,EV002809,2026-06-08T10:18:00Z,2026-06-08T10:54:00Z,36,11.02,50
S000906,ABC0027,EV002810,2026-06-08T03:16:00Z,2026-06-08T03:40:00Z,24,5.89,50
S000907,ABC0063,EV002812,2026-06-08T09:12:00Z,2026-06-08T09:36:00Z,24,7.77,350
S000908,ABC0054,EV002815,2026-06-08T09:15:00Z,2026-06-08T09:39:00Z,24,5.88,50
S000909,ABC0000,EV002818,2026-06-08T07:21:00Z,2026-06-08T07:45:00Z,24,2.59,150
S000910,ABC0057,EV002820,2026-06-08T02:34:00Z,2026-06-08T02:58:00Z,24,5.41,50
S000911,ABC0010,EV002821,2026-06-08T02:17:00Z,2026-06-08T02:41:00Z,24,3.44,50
S000912,ABC0005,EV002821,2026-06-08T03:53:00Z,2026-06-08T04:17:00Z,24,4.27,150
S000913,ABC0045,EV002822,2026-06-08T02:44:00Z,2026-06-08T03:08:00Z,24,5.47,150
S000914,ABC0045,EV002822,2026-06-08T09:44:00Z,2026-06-08T10:08:00Z,24,1.24,150
S000915,ABC0002,EV002823,2026-06-08T07:46:00Z,2026-06-08T08:22:00Z,36,14.37,50
S000916,ABC0001,EV002825,2026-06-08T01:11:00Z,2026-06-08T01:35:00Z,24,4.44,150
S000917,ABC0023,EV002825,2026-06-08T07:47:00Z,2026-06-08T08:11:00Z,24,0.94,150
S000918,ABC0044,EV002827,2026-06-08T02:11:00Z,2026-06-08T02:35:00Z,24,3.89,50
S000919,ABC0002,EV002832,2026-06-08T05:59:00Z,2026-06-08T06:23:00Z,24,10.92,50
S000920,ABC0022,EV002832,2026-06-08T08:23:00Z,2026-06-08T08:47:00Z,24,1.34,150
S000921,ABC0019,EV002835,2026-06-08T06:14:00Z,2026-06-08T06:38:00Z,24,1.82,50
S000922,ABC0075,EV002837,2026-06-08T02:02:00Z,2026-06-08T02:50:00Z,48,17.74,350
S000923,ABC0075,EV002837,2026-06-08T13:50:00Z,2026-06-08T14:14:00Z,24,4.78,350
S000924,ABC0023,EV002840,2026-06-08T09:07:00Z,2026-06-08T09:31:00Z,24,1.57,150
S000925,ABC0021,EV002849,2026-06-08T12:01:00Z,2026-06-08T12:25:00Z,24,3.49,50
S000926,ABC0061,EV002851,2026-06-08T07:42:00Z,2026-06-08T08:06:00Z,24,13.11,150
S000927,ABC0062,EV002867,2026-06-08T09:36:00Z,2026-06-08T10:00:00Z,24,3.24,150
S000928,ABC0062,EV002867,2026-06-08T10:36:00Z,2026-06-08T11:00:00Z,24,0.44,150
S000929,ABC0033,EV002868,2026-06-08T08:10:00Z,2026-06-08T08:34:00Z,24,3.97,350
S000930,ABC0067,EV002869,2026-06-08T02:57:00Z,2026-06-08T03:21:00Z,24,3.31,150
S000931,ABC0047,EV002869,2026-06-08T03:57:00Z,2026-06-08T04:21:00Z,24,1.12,150
S000932,ABC0022,EV002871,2026-06-08T03:25:00Z,2026-06-08T03:49:00Z,24,11.34,150
S000933,ABC0077,EV002875,2026-06-08T06:55:00Z,2026-06-08T07:19:00Z,24,6.13,150
S000934,ABC0051,EV002883,2026-06-08T09:32:00Z,2026-06-08T09:56:00Z,24,1.94,150
S000935,ABC0021,EV002888,2026-06-08T06:47:00Z,2026-06-08T07:23:00Z,36,13.73,50
S000936,ABC0003,EV002888,2026-06-08T07:35:00Z,2026-06-08T07:59:00Z,24,5.94,150
S000937,ABC0009,EV002892,2026-06-08T04:58:00Z,2026-06-08T05:22:00Z,24,0.57,50
S000938,ABC0053,EV002894,2026-06-08T03:03:00Z,2026-06-08T03:27:00Z,24,6.28,150
S000939,ABC0054,EV002905,2026-06-08T06:39:00Z,2026-06-08T07:03:00Z,24,4.52,50
S000940,ABC0015,EV002906,2026-06-08T02:24:00Z,2026-06-08T02:48:00Z,24,1.86,150
S000941,ABC0048,EV002915,2026-06-08T10:55:00Z,2026-06-08T11:19:00Z,24,2.53,50
S000942,ABC0036,EV002920,2026-06-08T10:39:00Z,2026-06-08T11:03:00Z,24,1.42,50
S000943,ABC0027,EV002923,2026-06-08T00:52:00Z,2026-06-08T01:16:00Z,24,7.8,50
S000944,ABC0019,EV002925,2026-06-08T04:33:00Z,2026-06-08T05:09:00Z,36,14.12,50
S000945,ABC0002,EV002928,2026-06-08T06:22:00Z,2026-06-08T06:58:00Z,36,14.99,50
S000946,ABC0062,EV002931,2026-06-08T03:15:00Z,2026-06-08T04:03:00Z,48,18.93,150
S000947,ABC0034,EV002934,2026-06-08T04:35:00Z,2026-06-08T04:59:00Z,24,8.11,150
S000948,ABC0062,EV002941,2026-06-08T01:33:00Z,2026-06-08T01:57:00Z,24,11.0,150
S000949,ABC0002,EV002942,2026-06-08T10:23:00Z,2026-06-08T10:47:00Z,24,2.26,50
S000950,ABC0019,EV002943,2026-06-08T01:34:00Z,2026-06-08T01:58:00Z,24,5.14,50
S000951,ABC0019,EV002943,2026-06-08T06:10:00Z,2026-06-08T06:34:00Z,24,5.61,50
S000952,ABC0022,EV002944,2026-06-08T04:20:00Z,2026-06-08T04:44:00Z,24,5.76,150
S000953,ABC0047,EV002951,2026-06-08T01:10:00Z,2026-06-08T01:34:00Z,24,4.59,150
S000954,ABC0005,EV002953,2026-06-08T07:30:00Z,2026-06-08T07:54:00Z,24,1.14,150
S000955,ABC0034,EV002960,2026-06-08T10:26:00Z,2026-06-08T10:50:00Z,24,0.94,150
S000956,ABC0079,EV002964,2026-06-08T07:56:00Z,2026-06-08T08:20:00Z,24,5.95,50
S000957,ABC0023,EV002969,2026-06-08T09:19:00Z,2026-06-08T09:43:00Z,24,12.01,150
S000958,ABC0063,EV002972,2026-06-08T03:11:00Z,2026-06-08T03:35:00Z,24,8.04,350
S000959,ABC0006,EV002975,2026-06-08T04:09:00Z,2026-06-08T04:33:00Z,24,11.33,150
S000960,ABC0044,EV002975,2026-06-08T08:45:00Z,2026-06-08T09:09:00Z,24,1.08,50
S000961,ABC0063,EV002976,2026-06-08T11:10:00Z,2026-06-08T11:34:00Z,24,0.12,350
S000962,ABC0022,EV002981,2026-06-08T02:31:00Z,2026-06-08T03:07:00Z,36,7.54,150
S000963,ABC0004,EV002985,2026-06-08T02:25:00Z,2026-06-08T02:49:00Z,24,6.88,50
S000964,ABC0004,EV002985,2026-06-08T10:13:00Z,2026-06-08T10:37:00Z,24,5.25,50
S000965,ABC0004,EV002985,2026-06-08T11:13:00Z,2026-06-08T11:37:00Z,24,5.68,50
S000966,ABC0064,EV002989,2026-06-08T04:05:00Z,2026-06-08T04:29:00Z,24,5.47,350
S000967,ABC0012,EV002997,2026-06-08T03:47:00Z,2026-06-08T04:11:00Z,24,1.33,50
